domain,decision,priority,strict_verdict,why,follow,aclass,example_anchor,backlink_url,authority,dr,ascore,traffic,positions,is_spam,links,ip,country,tier_reason,link_checked
cnftcymf.xyz,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,money/spam,"M7DC5↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://cnftcymf.xyz/agyxybksaejxs,0.0,0.0,0,0,0,TRUE,2,188.114.96.2,,footprint; is_spam; paid/spam anchor,yes
complaintinfo.com,DISAVOW,P1 – Core (disavow),confirmed,Auto-generated stats / scraper page,nofollow,commercial,Window and Door Replacement in Atlanta North Georgia ...,https://complaintinfo.com/h-complaints/hometech-windows-complaints.html,6,0.0,6,0,0,,11,104.21.35.245,,footprint; exact-match commercial anchor,yes
contractorsup.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,nofollow,generic,website,https://www.contractorsup.com/roswell-ga/builders,15,0.0,15,0,0,,2,191.101.14.187,us,farm-IP,yes
corrector.in,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,commercial,thermalastwindows.com,http://corrector.in/page-f97a090296c80268207756519a650c20.html,2,0.0,2,0,0,,10,118.139.181.85,sg,footprint; farm-IP; exact-match commercial anchor,yes
coruzants.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service northpointwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online,https://coruzants.com/all/2093/8.html,2,0.0,2,0,0,,2,172.67.192.96,,paid/spam anchor,yes
creativeposts.top,DISAVOW,P1 – Core (disavow),confirmed,Redirect / URL-shortener link network,nofollow,commercial,thermalprowindows.com,https://creativeposts.top/stats/113574,6,0.0,6,0,0,,13,195.20.19.178,md,footprint; farm-IP; md; exact-match commercial anchor,yes
crjvnslb.xyz,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,money/spam,"4msgk↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://crjvnslb.xyz/dibmqpxfjutac,0.0,0.0,0,0,0,TRUE,7,172.67.156.174,,footprint; is_spam; paid/spam anchor,yes
crystalcoastrentals.net,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,printable psychrometric chart gallery,http://crystalcoastrentals.net/img/printable-psychrometric-chart.html,0.0,0.0,0,0,0,,1,,,paid/spam anchor,yes
cusholvz.xyz,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),,empty/blank,,,0.0,0.0,0,0,0,TRUE,2,104.21.32.1,,footprint; is_spam,no (beyond sample)
customdoorspeisara.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),dofollow,commercial,Photos of Custom Doors Georgia,https://customdoorspeisara.blogspot.com/2015/09/custom-doors-georgia.html,2,0.0,2,0,0,,1,142.251.111.132,us,footprint; exact-match commercial anchor,yes
customerservicetrust.com,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,commercial,ngwindows.com,https://customerservicetrust.com/ngwindows/,2,0.0,2,0,0,TRUE,3,172.67.179.24,,footprint; is_spam; exact-match commercial anchor,yes
cvillico.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service qualitypluswindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Onlin,https://cvillico.com/all/2373/20.html,2,0.0,2,0,0,,1,104.21.14.64,,paid/spam anchor,yes
cvwpfwsi.xyz,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,money/spam,"nwOvl↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://cvwpfwsi.xyz/fncnnrnhmjcjn,0.0,0.0,0,0,0,TRUE,2,188.114.96.0,,footprint; is_spam; paid/spam anchor,yes
cwnvzssm.xyz,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,money/spam,"8Yyx4↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://cwnvzssm.xyz/bhslzqsykhqyz,0.0,0.0,0,0,0,TRUE,9,104.21.96.1,,footprint; is_spam; paid/spam anchor,yes
cxcvnjpq.xyz,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,money/spam,"jeCf2↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://cxcvnjpq.xyz/naamnwusfcdjx,0.0,0.0,0,0,0,TRUE,1,104.21.41.149,,footprint; is_spam; paid/spam anchor,yes
daechul.co.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service northgeorgiawindows.net Rank First Page Google Fast SEO Link Building Buy Backlinks Onli,https://daechul.co.com/all/2092/28.html,2,0.0,2,0,0,,2,172.67.128.17,,paid/spam anchor,yes
dailymusings.top,DISAVOW,P1 – Core (disavow),confirmed,Redirect / URL-shortener link network,nofollow,commercial,thermalprowindows.com,https://dailymusings.top/stats/113574,6,0.0,6,0,0,,14,195.20.19.178,md,footprint; farm-IP; md; exact-match commercial anchor,yes
daolink.mom,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,nofollow,commercial,ngwindows.com,https://daolink.mom/?p=327752,3,0.0,3,0,0,,4,67.223.118.29,us,footprint; farm-IP; exact-match commercial anchor,yes
dcoutesnjacob.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,nofollow,money/spam,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://dcoutesnjacob.com/dark-side-links-dark-white-hat-link-building-1250/,4,0.0,4,0,0,,1,107.180.115.34,us,paid/spam anchor,yes
ddpjurqs.xyz,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,money/spam,"eR2BZ↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://ddpjurqs.xyz/fbennqqxoljjh,0.0,0.0,0,0,0,TRUE,7,188.114.97.0,,footprint; is_spam; paid/spam anchor,yes
designgfandroiddesktop.ga,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,Get free high quality HD wallpapers replacement entry doors,http://designgfandroiddesktop.ga/files/images/replacement-entry-doors.html,0.0,0.0,0,0,0,,1,,,paid/spam anchor,yes
directorylinkservice.com,DISAVOW,P1 – Core (disavow),confirmed,Spam directory listing,nofollow,commercial,ngwindows.com,https://www.directorylinkservice.com/domains/192447/26982718d0f636ffdcf3cb80441ff73a/,3,0.0,3,0,0,,6,184.168.113.185,sg,footprint; exact-match commercial anchor,yes
dltech.forum,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,nofollow,commercial,ngwindows.com,https://dltech.forum/?p=327752,9,0.0,9,0,0,,4,67.223.118.29,us,farm-IP; exact-match commercial anchor,yes
dmjltsfe.xyz,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,money/spam,"7OAMf↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://dmjltsfe.xyz/oejc39c099950/,0.0,0.0,0,0,0,TRUE,3,188.114.96.2,,footprint; is_spam; paid/spam anchor,yes
domain.com.lc,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,commercial,performingwindows.com,https://domain.com.lc/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0.0,2,0,0,,59,184.168.115.60,sg,footprint; farm-IP; exact-match commercial anchor,yes
domainanalysis.org,DISAVOW,P1 – Core (disavow),confirmed,Auto-generated stats / scraper page,dofollow,commercial,performingwindows.com,https://domainanalysis.org/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0.0,2,0,0,,63,184.168.115.60,sg,footprint; farm-IP; exact-match commercial anchor,yes
domaineye.com,DISAVOW,P1 – Core (disavow),confirmed,Auto-generated stats / scraper page,dofollow,commercial,ngwindows.com,https://pr-new.domaineye.com/5cc8b1fa3f09cedefebd9c1c8c8e8c4256470fa2/fb51a38e954bf4e4fba7131bd20e11361ca1391e,16,0.0,16,0,0,,1,83.138.53.13,nl,footprint,yes
domainrankboost.shop,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),,empty/blank,,,0.0,0.0,0,0,0,TRUE,2,172.67.153.220,,footprint; is_spam,no (beyond sample)
domainrankexperts.shop,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,money/spam,"Take ngwindows.com to page one with guest posts, backlinks, on-page and local SEO, web development, SaaS tools and workflow automation tools — higher DR/DA/TF across the board with",https://domainrankexperts.shop/34cfe31ff-automation-tools-doubled-organic-revenue-90-days-fintech-money-site-every-dollar-ranking-tracked-full-ranking-workflow-authority-traffic-and-conversions-for-competitive-serp-results/,0.0,0.0,0,0,0,TRUE,2,104.21.48.203,,footprint; is_spam; paid/spam anchor,yes
domains.com.bz,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,commercial,ngawindows.com,https://www.domains.com.bz/page/168127/,4,0.0,4,0,0,,11,184.168.115.60,sg,footprint; farm-IP; exact-match commercial anchor,yes
domainsc.com,DISAVOW,P1 – Core (disavow),confirmed,Auto-generated stats / scraper page,dofollow,commercial,performingwindows.com,https://domainsc.com/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0.0,2,0,0,,62,184.168.115.60,sg,footprint; farm-IP; exact-match commercial anchor,yes
domainwork.space,DISAVOW,P1 – Core (disavow),confirmed,Spam directory listing,dofollow,commercial,qualitypluswindows.com,http://domainwork.space/page-1d46ee62e36190f42f3d3c0481fab48e.html,2,0.0,2,0,0,,13,118.139.181.85,sg,footprint; farm-IP; exact-match commercial anchor,yes
dommonjilike.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),nofollow,commercial,https://northpointwindows.com/,https://dommonjilike.blogspot.com/,2,0.0,2,0,0,,7,172.253.122.132,us,footprint; exact-match commercial anchor,yes
domraider.eu.com,DISAVOW,P1 – Core (disavow),confirmed,Expired-domain spam network,dofollow,commercial,northpointwindows.com,https://domraider.eu.com/c2a7fbvp-listi/,0.0,0.0,0,0,0,,9,104.21.16.138,,footprint; exact-match commercial anchor,yes
domraider.gb.net,DISAVOW,P1 – Core (disavow),confirmed,Expired-domain spam network,dofollow,commercial,ngawindows.com,https://domraider.gb.net/khve3s1q-li/,0.0,0.0,0,0,0,,13,104.21.94.138,,footprint; exact-match commercial anchor,yes
domraider.it.com,DISAVOW,P1 – Core (disavow),confirmed,Expired-domain spam network,dofollow,commercial,qualitypluswindows.com,https://domraider.it.com/a2tvnce9-lis/,0.0,0.0,0,0,0,,10,104.21.1.165,,footprint; exact-match commercial anchor,yes
doorsinteriorkakerumo.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),dofollow,commercial,"Greener, Smarter And Better Doors Through Innovation",https://doorsinteriorkakerumo.blogspot.com/2017/02/iron-doors-interior.html,2,0.0,2,0,0,,2,142.251.167.132,us,footprint; exact-match commercial anchor,yes
doorswindowscompany.com,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,commercial,ngwindows.com,https://www.doorswindowscompany.com/5516/north-georgia-replacement-windows,2,0.0,2,0,0,,3,191.101.14.187,us,footprint; farm-IP; exact-match commercial anchor,yes
doubleentrydoorspokusubo.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),dofollow,other,... Access This Document,http://doubleentrydoorspokusubo.blogspot.com/2017/01/replacement-double-entry-doors.html,2,0.0,2,0,0,,6,192.178.218.132,us,footprint,yes
doublehungwindownome.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),dofollow,commercial,Pictures of Double Hung Windows Prices,https://doublehungwindownome.blogspot.com/2015/08/double-hung-windows-prices.html,2,0.0,2,0,0,,1,172.253.115.132,us,footprint; exact-match commercial anchor,yes
doublehungwindowwosukana.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),dofollow,commercial,Pictures of Double Hung Windows Prices,http://doublehungwindowwosukana.blogspot.com/2015/08/double-hung-windows-prices.html,2,0.0,2,0,0,,1,192.178.218.132,us,footprint; exact-match commercial anchor,yes
draperiesboca.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,Window Replacement in Atlanta – Sample Psychrometric Chart,http://draperiesboca.com/sample-psychrometric-chart/,0.0,0.0,0,0,0,,1,,,paid/spam anchor,yes
drjack.world,DISAVOW,P1 – Core (disavow),confirmed,Redirect / URL-shortener link network,nofollow,commercial,thermalprowindows.com,https://drjack.world/report/113574,6,0.0,6,0,0,,12,195.20.19.178,md,footprint; farm-IP; md; exact-match commercial anchor,yes
dupurgeniefr.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngawindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://dupurgeniefr.com/all/2065/33.html,2,0.0,2,0,0,,3,104.21.43.118,,paid/spam anchor,yes
eastus2-01.azurewebsites.net,DISAVOW,P1 – Core (disavow),confirmed,Throwaway free-host page,dofollow,empty/blank,,https://tasteofalpharetta-b8auczbbhgdzdqan.eastus2-01.azurewebsites.net/2025-sponsors/,40,0.0,40,0,0,,1,20.119.128.24,us,footprint,yes
ecommercebenchmarking.com,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,commercial,thermalprowindows.com,https://ecommercebenchmarking.com/page-f97a090296c80268207756519a650c20.html,2,0.0,2,0,0,,9,118.139.178.200,sg,footprint; farm-IP; exact-match commercial anchor,yes
efbgtvmn.xyz,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,money/spam,"IKK0g↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://efbgtvmn.xyz/bnudltgbvnawc,0.0,0.0,0,0,0,TRUE,2,104.21.80.1,,footprint; is_spam; paid/spam anchor,yes
egyptiandirectory.com,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,commercial,performingwindows.com,https://egyptiandirectory.com/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0.0,2,0,0,,45,184.168.116.137,sg,footprint; exact-match commercial anchor,yes
eliotzigmundjazz.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,nofollow,money/spam,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,http://eliotzigmundjazz.com/2026/02/21/dark-side-links-dark-white-hat-link-building-1250/,4,0.0,4,0,0,,2,107.180.51.41,us,paid/spam anchor,yes
eliteseobacklinks.com,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,nofollow,commercial,ngwindows.com,https://eliteseobacklinks.com/ashgeoseo/,2,0.0,2,0,0,,3,203.161.54.114,us,footprint; farm-IP; exact-match commercial anchor,yes
factmags.com,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,commercial,https://northpointwindows.com/,http://factmags.com/etwfxseo/prodevantek-best-seo-service/,4,0.0,4,0,0,,76,203.161.54.114,us,footprint; farm-IP; exact-match commercial anchor,yes
fashionclothingnews.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service performingwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online,https://fashionclothingnews.com/all/2235/33.html,2,0.0,2,0,0,,2,172.67.156.33,,paid/spam anchor,yes
fastlifesite.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service performingwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online,https://fastlifesite.com/all/2235/33.html,2,0.0,2,0,0,,1,172.67.176.248,,paid/spam anchor,yes
fdidesktopf.gq,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,Get free high quality HD wallpapers printable psychrometric chart free,http://fdidesktopf.gq/files/images/printable-psychrometric-chart-free.html,0.0,0.0,0,0,0,,1,,,paid/spam anchor,yes
feslcom.press,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,Galerry printable psychrometric chart uk,http://feslcom.press/upload/printable-psychrometric-chart-uk.html,0.0,0.0,0,0,0,,1,,,paid/spam anchor,yes
fiberglassdoorpantai.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),dofollow,commercial,"Greener, Smarter And Better Doors Through Innovation",https://fiberglassdoorpantai.blogspot.com/2016/01/luxury-fiberglass-door.html,2,0.0,2,0,0,,2,172.253.139.132,us,footprint; exact-match commercial anchor,yes
fiberglassdoorseshizakino.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),dofollow,commercial,"Greener, Smarter And Better Doors Through Innovation",https://fiberglassdoorseshizakino.blogspot.com/2015/05/discount-fiberglass-doors.html,2,0.0,2,0,0,,2,192.179.18.132,us,footprint; exact-match commercial anchor,yes
fifkxhby.xyz,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,money/spam,"XvXYX↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878",https://fifkxhby.xyz/ytzfasdpgektj,0.0,0.0,0,0,0,TRUE,4,104.21.84.81,,footprint; is_spam; paid/spam anchor,yes
findinfo.in,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,commercial,performingwindows.com,http://www.findinfo.in/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0.0,2,0,0,,27,118.139.181.85,sg,footprint; farm-IP; exact-match commercial anchor,yes
firstguestpost.com,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service performingwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online,https://firstguestpost.com/all/2235/33.html,5,0.0,5,0,0,,1,104.21.72.232,,footprint; paid/spam anchor,yes
flamingos.pages.dev,DISAVOW,P1 – Core (disavow),confirmed,Throwaway free-host page,nofollow,commercial,performingwindows.com,https://flamingos.pages.dev/09/bjlYlevWIh,2,0.0,2,0,0,,2,172.66.47.118,,footprint; exact-match commercial anchor,yes
friendlybacklinksbuy.com,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,nofollow,commercial,ngwindows.com,https://friendlybacklinksbuy.com/ashgeoseo/,2,0.0,2,0,0,,3,203.161.54.114,us,footprint; farm-IP; exact-match commercial anchor,yes
froecom.press,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,Galerry printable psychrometric chart,http://www.froecom.press/upload/printable-psychrometric-chart.html,0.0,0.0,0,0,0,,2,,,paid/spam anchor,yes
gamerkun.com,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,commercial,qualitypluswindows.com,http://www.gamerkun.com/page-1d46ee62e36190f42f3d3c0481fab48e.html,2,0.0,2,0,0,,18,118.139.181.85,sg,footprint; farm-IP; exact-match commercial anchor,yes
getonline.co.in,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,commercial,performingwindows.com,http://www.getonline.co.in/page-18c6f7b2b74807a8ca4d96aec043dde8.html,2,0.0,2,0,0,,26,118.139.181.85,sg,footprint; farm-IP; exact-match commercial anchor,yes
getwebsiteworth.com,DISAVOW,P1 – Core (disavow),confirmed,Auto-generated stats / scraper page,dofollow,commercial,northpointwindows.com,https://getwebsiteworth.com/0735674f420eb4305092bacc860401a2-l/,3,0.0,3,0,0,,57,118.139.178.110,sg,footprint; exact-match commercial anchor,yes
ggmap.co.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://ggmap.co.com/all/2066/26.html,2,0.0,2,0,0,,3,104.21.10.112,,paid/spam anchor,yes
ggmap.us.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service northpointwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online,https://ggmap.us.com/all/2093/8.html,2,0.0,2,0,0,,6,104.21.93.158,,paid/spam anchor,yes
gladeflowers.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,dofollow,money/spam,High Quality Dofollow Backlinks DA 50 PA 40 Premium PBN Network Service ngwindows.com Rank First Page Google Fast SEO Link Building Buy Backlinks Online Cheap,https://gladeflowers.com/all/2066/26.html,2,0.0,2,0,0,,5,172.67.168.3,,paid/spam anchor,yes
glassreplacementkaev.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),dofollow,commercial,Images of Replacement Leaded Glass Windows,http://glassreplacementkaev.blogspot.com/2015/07/replacement-leaded-glass-windows.html,2,0.0,2,0,0,,4,172.253.139.132,us,footprint; exact-match commercial anchor,yes
glassreplacementlnenbire.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),dofollow,commercial,Thermopane Glass Replacement Photos,https://glassreplacementlnenbire.blogspot.com/2015/03/thermopane-glass-replacement.html,2,0.0,2,0,0,,2,192.178.218.132,us,footprint; exact-match commercial anchor,yes
glassreplacementnemurashi.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),dofollow,commercial,Images of Replacement Leaded Glass Windows,https://glassreplacementnemurashi.blogspot.com/2015/07/replacement-leaded-glass-windows.html,2,0.0,2,0,0,,2,64.233.180.132,us,footprint; exact-match commercial anchor,yes
glassreplacementsiholo.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),dofollow,commercial,Thermopane Glass Replacement Photos,http://glassreplacementsiholo.blogspot.com/2015/03/thermopane-glass-replacement.html,2,0.0,2,0,0,,3,172.253.63.132,us,footprint; exact-match commercial anchor,yes
glazeddoorsrikanmu.blogspot.com,DISAVOW,P1 – Core (disavow),confirmed,Spam blog post (Blogspot PBN),dofollow,other,... Retrieve Full Source,http://glazeddoorsrikanmu.blogspot.com/2017/03/mahogany-internal-glazed-doors.html,2,0.0,2,0,0,,9,142.250.31.132,us,footprint,yes
global-rank.pages.dev,DISAVOW,P1 – Core (disavow),confirmed,Throwaway free-host page,nofollow,commercial,northgeorgiawindows.net,https://global-rank.pages.dev/16/edQSdlFdxP,4,0.0,4,0,0,,1,172.66.44.155,,footprint; exact-match commercial anchor,yes
global-ranks.pages.dev,DISAVOW,P1 – Core (disavow),confirmed,Throwaway free-host page,nofollow,commercial,ngwindows.com,https://global-ranks.pages.dev/56/PBjAytGwrZ,4,0.0,4,0,0,,1,172.66.47.146,,footprint; exact-match commercial anchor,yes
globalecommerce.org,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),dofollow,commercial,performingwindows.com,https://globalecommerce.org/page-18c6f7b2b74807a8ca4d96aec043dde8.html,3,0.0,3,0,0,,58,118.139.177.45,sg,footprint; exact-match commercial anchor,yes
googleseoauthority.shop,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),,empty/blank,,,0.0,0.0,0,0,0,TRUE,2,104.21.91.152,,footprint; is_spam,no (beyond sample)
googleseocraft.shop,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,money/spam,"Strengthen ngwindows.com through guest posts and backlinks, on-page SEO, local SEO, web development, SaaS integrations and automation tools for DR/DA/TF that climbs steadily with r",https://googleseocraft.shop/938c69326-stacked-on-page-seo-link-insertions-legal-dual-strategy-doubled-ranking-speed-complete-implementation-guide-planning-testing-and-tracking-for-consistent-traffic-growth/,0.0,0.0,0,0,0,TRUE,2,172.67.223.91,,footprint; is_spam; paid/spam anchor,yes
googleseoexperts.shop,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),nofollow,money/spam,"Power up ngwindows.com: high-DR backlinks, editorial guest posts, on-page SEO, local SEO, web development, SaaS tools and automation tools for real DR/DA/TF improvement at a sustai",https://googleseoexperts.shop/5b12ac7b9-build-unstoppable-medical-serp-press-release-links-authority-link-packages-traffic-playbook-practical-execution-roadmap-research-execution-and-analysis-for-stronger-domain-authority/,0.0,0.0,0,0,0,TRUE,2,104.21.78.137,,footprint; is_spam; paid/spam anchor,yes
googleseopoint.shop,DISAVOW,P1 – Core (disavow),confirmed,Multiple spam signals (dead + farm-IP / spam-flag),,empty/blank,,,0.0,0.0,0,0,0,TRUE,2,104.21.50.155,,footprint; is_spam,no (beyond sample)
goooogla.com,DISAVOW,P1 – Core (disavow),confirmed,Paid-link / backlink-seller site,nofollow,commercial,ngwindows.com,http://goooogla.com/best-for-ranking-atyykjseo/hxbcwlseo/,4,0.0,4,0,0,,35,203.161.54.114,us,footprint; farm-IP; exact-match commercial anchor,yes
gracez.pages.dev,DISAVOW,P1 – Core (disavow),confirmed,Throwaway free-host page,nofollow,commercial,thermalprowindows.com,https://gracez.pages.dev/00/xbfWQTTVoF,2,0.0,2,0,0,,2,172.66.46.243,,footprint; exact-match commercial anchor,yes
greattraveladvisor.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,nofollow,money/spam,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://greattraveladvisor.com/dark-side-links-dark-white-hat-link-building-1250/,4,0.0,4,0,0,,1,107.180.2.227,us,paid/spam anchor,yes
gsitestatus.com,DISAVOW,P1 – Core (disavow),confirmed,Auto-generated stats / scraper page,dofollow,commercial,http://www.ngwindows.com,https://gsitestatus.com/www/ngwindows.com,4,0.0,4,0,0,,4,172.67.136.161,,footprint; exact-match commercial anchor,yes
harian24.com,DISAVOW,P1 – Core (disavow),confirmed,Low-quality / dead domain,nofollow,money/spam,JOIN OUR TELEGRAM https://t.me/s/darksidelinks,https://harian24.com/2026/02/21/dark-side-links-dark-white-hat-link-building-1250/,2,0.0,2,0,0,,1,172.67.189.185,,paid/spam anchor,yes
