domain,decision,priority,strict_verdict,why,follow,aclass,example_anchor,backlink_url,authority,dr,ascore,traffic,positions,is_spam,links,ip,country,tier_reason,link_checked
prosgrade.com,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,dofollow,commercial,https://www.ngwindows.com/,https://prosgrade.com/windows/alpharetta/ng-windows,4,0.0,4,0,0,,2,172.67.150.187,,exact-match commercial anchor,yes
rchasg.site,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,dofollow,commercial,Can refer to How tall is one door?,https://rchasg.site/archives/4579,0.0,0.0,0,0,0,,2,220.132.97.163,,exact-match commercial anchor,yes
realreviews.org,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,dofollow,commercial,NG Windows,https://realreviews.org/business/ng-windows-atlanta,5,0.0,5,0,0,,1,104.21.75.168,,exact-match commercial anchor,yes
repairhomeexperts.com,DISAVOW,P2 – Recommended (disavow),UPGRADED review→disavow,Low authority — manual check,nofollow,commercial,http://www.ngwindows.com,https://www.repairhomeexperts.com/business/948147-north-georgia-replacement-windows-inc,0.0,0.0,0,0,1,,2,18.239.236.14,,exact-match commercial anchor,yes
rianneverwoert.nl,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,nofollow,commercial,Window Replacement Company,http://www.rianneverwoert.nl/wordpress/uncategorized/32/,2,0.0,2,0,0,,1,5.22.249.25,nl,exact-match commercial anchor,yes
robuta.com,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,dofollow,commercial,Windows & Doors Alpharetta GA | NG Windows,https://robuta.com/?q=alpharetta,5,0.0,5,0,0,,6,162.159.140.164,us,exact-match commercial anchor,yes
securedrate.com,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,dofollow,commercial,North Georgia Replacement Windows - Official Site,http://replacement-window-cost.securedrate.com/replacement-window-cost-near-me-bremen-ga-30110.html,0.0,0.0,0,0,0,,2,,,exact-match commercial anchor,yes
secureglaze-windows.co.uk,DISAVOW,P2 – Recommended (disavow),UPGRADED review→disavow,Borderline — manual check,dofollow,commercial,Front door multi point lock,https://secureglaze-windows.co.uk/importance-of-multi-point-locking-system/,9,0.0,9,0,0,,2,65.98.19.47,us,exact-match commercial anchor,yes
sellypro.com,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,nofollow,commercial,ngwindows.com,https://sellypro.com/company/232838-North+Georgia+Replacement+Windows,2,0.0,2,0,0,,2,104.21.35.240,,exact-match commercial anchor,yes
seol.store,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,nofollow,commercial,ngawindows.com,http://seol.store/domain/domain/part/168127,2,0.0,2,0,0,,34,172.67.139.248,,exact-match commercial anchor,yes
sergechel.info,DISAVOW,P2 – Recommended (disavow),UPGRADED review→disavow,Borderline — manual check,dofollow,commercial,ngawindows.com,https://sergechel.info/list-019a805db1e6cbae49afd7a2c879828c,11,0.0,11,0,0,,21,104.21.31.88,,exact-match commercial anchor,yes
short-concepts.com,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,nofollow,commercial,Crawl space doors Crawl space doors Download,http://short-concepts.com/tags-crawl-space-crawlspace/,0.0,0.0,0,0,0,,2,,,exact-match commercial anchor,yes
smallbusinesstelephonesystemsvoip.com,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,dofollow,commercial,North Georgia Replacement Windows – …,http://smallbusinesstelephonesystemsvoip.com/prices-for-replacement-windows/,0.0,0.0,0,0,0,,1,,,exact-match commercial anchor,yes
smyrnafoundation.com,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,dofollow,commercial,North Georgia Replacement Windows.jpg,https://www.smyrnafoundation.com/support-the-stars,2,0.0,2,0,0,,1,34.149.87.45,us,exact-match commercial anchor,yes
soundproofcentral.com,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,nofollow,commercial,multi-pane window systems,https://soundproofcentral.com/laminated-glass-vs-double-glazing-noise/,5,0.0,5,0,0,,1,194.1.147.18,gb,exact-match commercial anchor,yes
startupwebsolutions.com.au,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,nofollow,commercial,Infinity Doors | North Georgia Replacement Windows,https://www.startupwebsolutions.com.au/i-headquarters/infinity-sliding-door-headquarters.html,4,0.0,4,0,0,,1,104.21.89.78,,exact-match commercial anchor,yes
takes.homes,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,nofollow,commercial,ngawindows.com,http://takes.homes/domain/domain/part/168127,2,0.0,2,0,0,,28,172.67.212.175,,exact-match commercial anchor,yes
takes.sbs,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,nofollow,commercial,ngawindows.com,http://takes.sbs/domain/domain/part/168127,2,0.0,2,0,0,,53,104.21.67.109,,exact-match commercial anchor,yes
thecloudherald.com,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,nofollow,commercial,visit thermatrustwindows.com for latest info,https://web.thecloudherald.com/04/BUsUIwYkyw,2,0.0,2,0,0,,13,172.66.44.234,,exact-match commercial anchor,yes
thecoffeemom.net,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,dofollow,commercial,replacement windows,https://www.thecoffeemom.net/exterior-upgrades-to-make-to-your-home-in-preparation-for-winter/,6,0.0,6,0,0,,1,104.236.14.31,us,exact-match commercial anchor,yes
thehomefixitpage.com,DISAVOW,P2 – Recommended (disavow),UPGRADED review→disavow,Borderline — manual check,dofollow,commercial,www.ngwindows.com/,https://www.thehomefixitpage.com/show-notes?p=24,13,0.0,13,0,0,,6,104.21.82.128,,exact-match commercial anchor,yes
thekerrieshow.com,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,dofollow,commercial,windows and doors,http://www.thekerrieshow.com/2022/11/5-home-upgrades-that-could-completely.html,4,0.0,4,0,0,,1,192.178.218.121,us,exact-match commercial anchor,yes
themoneyguy.co.uk,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,dofollow,commercial,North Georgia Replacement Windows,https://themoneyguy.co.uk/bay-windows-complete-info-perspective-buyer/,3,0.0,3,0,0,,1,178.33.200.187,fr,exact-match commercial anchor,yes
thesuburbansocialite.com,DISAVOW,P2 – Recommended (disavow),UPGRADED review→disavow,Borderline — manual check,dofollow,commercial,replacement window company,https://www.thesuburbansocialite.com/what-should-you-do-if-neighborhood-kids-damage-your-property/,13,0.0,13,0,0,,1,75.119.206.187,us,exact-match commercial anchor,yes
thetaleofwhatif.com,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,dofollow,commercial,North Georgia Replacement Windows,https://www.thetaleofwhatif.com/single-post/3-surefire-means-of-improving-real-estate-value,0.0,0.0,0,0,0,,1,34.149.87.45,,exact-match commercial anchor,yes
tooder.pics,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,nofollow,commercial,https://www.ngwindows.com/blog/should-homeowners-replace-or-repair-foggy-windows,https://tooder.pics/articles/quanto-tempo-dura-o-reenvidracamento-de-janelas-302656,0.0,0.0,0,0,0,,5,172.67.205.226,,exact-match commercial anchor,yes
topdoorswindows.com,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,nofollow,commercial,North Georgia Replacement Windows,https://www.topdoorswindows.com/2040/north-georgia-replacement-windows,2,0.0,2,0,0,,3,145.223.126.72,us,exact-match commercial anchor,yes
towncontractors.com,DISAVOW,P2 – Recommended (disavow),UPGRADED review→disavow,Borderline — manual check,nofollow,commercial,http://www.ngwindows.com/,https://www.towncontractors.com/north-georgia-replacement-windows-inc-roswell-30076-door-installers,10,0.0,10,0,0,,1,104.21.87.210,,exact-match commercial anchor,yes
usedpatiofurniture.org,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,dofollow,commercial,Sunroom Designs 404 (Page Not Found) Error - Ever feel like you're in the wrong place?,http://www.usedpatiofurniture.org/tag/sunroom-designs,0.0,0.0,0,0,0,,1,,,exact-match commercial anchor,yes
vuink.com,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,dofollow,commercial,The Impact of Windows on Home Design | North Georgia Replacement Windows,https://vuink.com/post/atlasos-d-dnet,4,0.0,4,0,0,,1,159.65.227.229,us,exact-match commercial anchor,yes
wants.cfd,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,nofollow,commercial,northgeorgiawindows.net,http://wants.cfd/domain/domain/part/170306,3,0.0,3,0,0,,59,104.21.44.63,,exact-match commercial anchor,yes
wateratworkministry.org,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,dofollow,commercial,ngwindowsnew_781435417.png,https://www.wateratworkministry.org/become-a-sponsor,4,0.0,4,0,0,,1,34.149.87.45,us,exact-match commercial anchor,yes
wealthinsidermag.com,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,dofollow,commercial,North Georgia Replacement Windows,https://wealthinsidermag.com/7-tips-to-boost-your-air-conditioner-this-summer/,5,0.0,5,0,0,,1,45.56.65.145,us,exact-match commercial anchor,yes
wecaksu.com,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,dofollow,commercial,"WebNorth Georgia Replacement Windows offers a variety of custom and decorative door options. Whether you are looking to replace your main entry door, French, or back patio … North ",https://wstn.wecaksu.com/north-georgia-windows-showroom/39451071,0.0,0.0,0,0,0,,2,188.114.96.2,,exact-match commercial anchor,yes
windowdigest.com,DISAVOW,P2 – Recommended (disavow),UPGRADED review→disavow,Legitimate / high-authority — keep,dofollow,commercial,https://www.ngwindows.com/blog/which-exterior-window-frame-color-will-enhance-my-home-most,https://windowdigest.com/exterior-window-frame-colour-ideas/,4,0.0,4,0,0,,2,172.67.213.66,,exact-match commercial anchor,yes
windowgrade.com,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,dofollow,commercial,https://www.ngwindows.com/,https://windowgrade.com/atlanta/ng-windows,0.0,0.0,0,0,0,,1,52.162.107.14,us,exact-match commercial anchor,yes
writeradar.com,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,nofollow,commercial,ngwindows.com,https://www.writeradar.com/business/north-georgia-replacement-windows-1d9863,0.0,0.0,0,0,0,,2,172.67.222.159,,exact-match commercial anchor,yes
youaskedme.com,DISAVOW,P2 – Recommended (disavow),confirmed,Low-quality / dead domain,dofollow,commercial,https://www.ngwindows.com/blog/commonwindowscams,https://youaskedme.com/home-improvement/window-replacement-wisdom-how-spot-best-companies/,2,0.0,2,0,0,,1,63.250.43.146,us,exact-match commercial anchor,yes
